question,answer,llm_answer,is_correct
Tom buys 20 shares of a stock that costs $3 each.  He sells 10 of those shares for $4 each.  The rest of the shares end up doubling in value.  How much profit does he make?,"He spends 3*20=$<<3*20=60>>60 on the shares.
He sells 10 for 10*4=$<<10*4=40>>40.
He sells the other 20-10=<<20-10=10>>10 for a higher valuation.
Their price was 3*2=$<<3*2=6>>6.
So he got 10*6=$<<10*6=60>>60 from those.
So in total, he got 60+40=$<<60+40=100>>100.
So his profit was 100-60=$<<100-60=40>>40.
#### 40","Here's how to solve the problem step-by-step:

1.  **Calculate the initial cost of all shares:**
    Tom buys 20 shares at $3 each.
    Cost = 20 shares * $3/share = $60

2.  **Calculate the revenue from selling some shares:**
    He sells 10 shares for $4 each.
    Revenue from sold shares = 10 shares * $4/share = $40

3.  **Determine the number of remaining shares:**
    He started with 20 shares and sold 10.
    Remaining shares = 20 shares - 10 shares = 10 shares

4.  **Calculate the value of the remaining shares after doubling:**
    The remaining 10 shares double in value from their original purchase price of $3.
    New value per remaining share = $3 * 2 = $6
    Total value of remaining shares = 10 shares * $6/share = $60

5.  **Calculate the total revenue:**
    This is the sum of the revenue from the sold shares and the current value of the remaining shares.
    Total Revenue = Revenue from sold shares + Value of remaining shares
    Total Revenue = $40 + $60 = $100

6.  **Calculate the total profit:**
    Profit is the total revenue minus the initial total cost.
    Profit = Total Revenue - Initial Cost
    Profit = $100 - $60 = $40

####
$40",True
Tim hires two bodyguards.  They each charge $20 an hour.  He hires them for 8 hour per day.  How much does he pay them in a week if he hires them 7 days a week?,"It cost him 20*2=$<<20*2=40>>40 an hour for both of them
That means he pays 40*8=$<<40*8=320>>320 a day
So he pays 320*7=$<<320*7=2240>>2240 a week
#### 2240","Let's think step by step.

First, we need to determine the cost of hiring one bodyguard for one hour.
Cost per bodyguard per hour = $20

Next, we need to determine the cost of hiring one bodyguard for a full day. Since they work 8 hours per day:
Cost per bodyguard per day = Cost per bodyguard per hour * Hours per day
Cost per bodyguard per day = $20/hour * 8 hours/day = $160/day

Now, we need to determine the cost of hiring both bodyguards for a full day. Since there are two bodyguards:
Cost for two bodyguards per day = Cost per bodyguard per day * Number of bodyguards
Cost for two bodyguards per day = $160/day * 2 = $320/day

Finally, we need to calculate the total cost for a week, given that Tim hires them 7 days a week:
Total cost per week = Cost for two bodyguards per day * Days per week
Total cost per week = $320/day * 7 days/week = $2240/week

####
$2240",True
"Gail has some bills in her wallet which amount to $100. She has four $5 bills and three $20 bills, and the rest are $10 bills. How many $10 bills are in her wallet?","Four $5 bills amount to $5 x 4 = $<<5*4=20>>20.
Three $20 bills amount to $20 x 3 = $<<20*3=60>>60.
So Gail's $5 and $20 bills amount to $20 + $60 = $80.
Thus, her $10 bills amount to $100 - $80 = $20.
Therefore, she has $20/$10 = <<20/10=2>>2 $10 bills.
#### 2","Let the total amount of money Gail has be $T$.
We are given that $T = $100$.

Gail has four $5 bills. The total value of these bills is $4 \times $5 = $20$.
Gail has three $20 bills. The total value of these bills is $3 \times $20 = $60$.

Let the number of $10 bills be $n$.
The total value of the $10 bills is $n \times $10$.

The total amount of money Gail has is the sum of the values of the $5 bills, the $20 bills, and the $10 bills.
So, we can write the equation:
Value of $5 bills + Value of $20 bills + Value of $10 bills = Total amount
$20 + $60 + $n \times $10 = $100$

Combine the known values:
$80 + 10n = 100$

To find the value of $10n$, subtract $80$ from both sides of the equation:
$10n = 100 - 80$
$10n = 20$

To find the number of $10 bills ($n$), divide both sides of the equation by $10$:
$n = \frac{20}{10}$
$n = 2$

So, there are 2 $10 bills in Gail's wallet.

####
2",True
"If John travels 15 miles on a bike ride, and Jill travels 5 miles less, how many miles does Jim travel if he travels only 20% as far as Jill?","To find how far Jim travels, we must first find out how far Jill did. To do this, we perform 15-5=<<15-5=10>>10 miles in total for Jill.
We then multiply 10*.20= 2 miles in total for Jim, since he only traveled 20% of the distance Jill did.
#### 2","Let's think step by step.
First, we need to determine how many miles Jill travels.
John travels 15 miles.
Jill travels 5 miles less than John.
So, Jill's distance = John's distance - 5 miles
Jill's distance = 15 miles - 5 miles = 10 miles.

Next, we need to determine how many miles Jim travels.
Jim travels 20% as far as Jill.
To find 20% of Jill's distance, we can multiply Jill's distance by 20/100 or 0.20.
Jim's distance = 20% of Jill's distance
Jim's distance = 0.20 * 10 miles
Jim's distance = 2 miles.

####
2",True
Laura bought 2 pairs of pants for $54 each and 4 shirts for $33 each. She gave $250 to the cashier. So how much change did she take?,"54*2=$<<54*2=108>>108 is the price of 2 pairs of pants.
4*33=$<<4*33=132>>132 is the price of 4 shirts.
108+132=$<<108+132=240>>240 is the total price.
So the cashier gave 250-240=$<<250-240=10>>10 change to Laura.
#### 10","Laura bought 2 pairs of pants for $54 each.
The total cost of the pants is the number of pairs of pants multiplied by the cost per pair.
Cost of pants = 2 pairs * $54/pair = $108

Laura bought 4 shirts for $33 each.
The total cost of the shirts is the number of shirts multiplied by the cost per shirt.
Cost of shirts = 4 shirts * $33/shirt = $132

The total amount Laura spent is the sum of the cost of the pants and the cost of the shirts.
Total spent = Cost of pants + Cost of shirts
Total spent = $108 + $132 = $240

Laura gave $250 to the cashier.
The change Laura took is the amount she gave to the cashier minus the total amount she spent.
Change = Amount given to cashier - Total spent
Change = $250 - $240 = $10

####
$10",True
"In the city park, there are various attractions for kids and their parents. The entrance ticket to the park is $5, but for each attraction, you have to pay separately - such ticket costs $2 for kids and $4 for parents. How much would a family with 4 children, their parents, and her grandmother pay for visiting the park, and one attraction inside?","The whole family consists of 4 + 2 + 1 = <<4+2+1=7>>7 persons.
The entrance ticket to the park costs the same for every person, so the family would need to pay 7 * 5 = $<<7*5=35>>35 to enter.
For visiting the attraction the tickets would cost 4 * 2 = $<<4*2=8>>8 for the kids.
Their parents and grandmother would need to pay 3 * 4 = $<<3*4=12>>12.
That means a total cost for the family standing at 35 + 8 + 12 = $<<35+8+12=55>>55.
#### 55","Let's break down the cost step by step.

1.  **Entrance Tickets:**
    *   The entrance ticket to the park costs $5 per person.
    *   The family consists of 4 children, their parents (let's assume 2 parents), and her grandmother.
    *   Total number of people = 4 children + 2 parents + 1 grandmother = 7 people.
    *   Total cost for entrance tickets = 7 people * $5/person = $35.

2.  **Attraction Tickets:**
    *   The cost for one attraction is $2 for kids and $4 for parents.
    *   There are 4 children, so the cost for children's attraction tickets = 4 children * $2/child = $8.
    *   There are 2 parents, so the cost for parents' attraction tickets = 2 parents * $4/parent = $8.
    *   The grandmother is not specified as a child or parent for the attraction ticket pricing. In such cases, we usually assume the adult price applies. So, we will consider the grandmother as an adult for the attraction ticket.
    *   Cost for grandmother's attraction ticket = 1 grandmother * $4/adult = $4.
    *   Total cost for attraction tickets = $8 (children) + $8 (parents) + $4 (grandmother) = $20.

3.  **Total Cost:**
    *   Total cost = Total cost for entrance tickets + Total cost for attraction tickets.
    *   Total cost = $35 + $20 = $55.

####
$55",True
"Rex is taking lessons for his driver’s license. He wants to take 40 hour-long lessons before his test, and decides to have two-hour sessions twice a week until he has done his test. After 6 weeks, how many more weeks will Rex need to continue taking lessons to reach his goal?","Each week, Rex is taking 2 hour-long lessons * 2 times a week = <<2*2=4>>4 lessons.
After 6 weeks, he has done 4 lessons per week * 6 weeks = <<4*6=24>>24 lessons.
So Rex still needs 40 total lessons – 24 lessons taken = <<40-24=16>>16 lessons.
He will therefore need lessons for another 16 lessons / 4 lessons per week = <<16/4=4>>4 weeks.
#### 4","Here's how to solve the problem step-by-step:

1.  **Calculate total hours of lessons per week:** Rex takes two-hour sessions twice a week. So, he takes $2 \text{ hours/session} \times 2 \text{ sessions/week} = 4 \text{ hours/week}$.

2.  **Calculate total hours of lessons after 6 weeks:** After 6 weeks, Rex will have taken $4 \text{ hours/week} \times 6 \text{ weeks} = 24 \text{ hours}$.

3.  **Calculate remaining hours of lessons needed:** Rex wants to take a total of 40 hours. After 6 weeks, he still needs $40 \text{ hours} - 24 \text{ hours} = 16 \text{ hours}$.

4.  **Calculate how many more weeks are needed:** Since Rex takes 4 hours of lessons per week, he will need $16 \text{ hours} / 4 \text{ hours/week} = 4 \text{ weeks}$ to complete his goal.

#### 4",True
"To get to work, Ryan bikes one day a week takes the bus three times a week and gets a ride from a friend once a week. It takes him thirty minutes to bike to work. The bus takes ten minutes longer since it stops at every bus stop for other passengers. His friend driving him is the fastest and cuts two-thirds off his biking time. How many minutes does he spend every week commuting to work?","The bus to Ryan’s work takes 10 minutes longer than his bike ride, so it takes 10 + 30 = <<10+30=40>>40 minutes.
Ryan takes the bus 3 times a week, so the bus rides take 40 * 3 = <<40*3=120>>120 minutes a week.
His friend cuts two-thirds off his biking time, which is 2/3*30 = <<2/3*30=20>>20 minutes a week.
This means his friend takes 30-20 = <<30-20=10>>10 minutes to drive him.
Therefore, Ryan spends 120 + 10 + 30 = <<120+10+30=160>>160 minutes every week commuting to work.
#### 160","Here's how to solve the problem step-by-step:

1.  **Calculate the time spent biking:**
    Ryan bikes one day a week, and each bike ride takes 30 minutes.
    Biking time = 1 day/week * 30 minutes/day = 30 minutes/week

2.  **Calculate the time spent on the bus:**
    The bus takes 10 minutes longer than biking.
    Bus travel time per trip = 30 minutes (biking time) + 10 minutes = 40 minutes.
    Ryan takes the bus three times a week.
    Bus time = 3 days/week * 40 minutes/day = 120 minutes/week

3.  **Calculate the time spent getting a ride from a friend:**
    His friend cuts two-thirds off his biking time. This means the friend's driving time is one-third of the biking time.
    Reduction in time = (2/3) * 30 minutes = 20 minutes.
    Friend's driving time per trip = 30 minutes (biking time) - 20 minutes (reduction) = 10 minutes.
    Alternatively, friend's driving time = (1/3) * 30 minutes = 10 minutes.
    Ryan gets a ride from his friend once a week.
    Friend's ride time = 1 day/week * 10 minutes/day = 10 minutes/week

4.  **Calculate the total commuting time per week:**
    Add up the time spent on each mode of transport.
    Total commuting time = Biking time + Bus time + Friend's ride time
    Total commuting time = 30 minutes + 120 minutes + 10 minutes = 160 minutes

####
160",True
"In the school's library, there are 2300 different books. 80% of all the books are in English, but only 60% of these books were published in the country. How many English-language books have been published outside the country?","There are 80/100 * 2300 = <<80/100*2300=1840>>1840 books in English at the library.
Out of these books, only 60/100 * 1840 = <<60/100*1840=1104>>1104 were published inside the country.
So there are 1840 - 1104 = <<1840-1104=736>>736 books in English published outside of the country.
#### 736","Let's think step by step.

1.  **Find the number of English books:**
    The total number of books is 2300.
    80% of these books are in English.
    Number of English books = 80% of 2300
    Number of English books = (80/100) * 2300
    Number of English books = 0.80 * 2300
    Number of English books = 1840

2.  **Find the number of English books published in the country:**
    Of the English books, 60% were published in the country.
    Number of English books published in the country = 60% of 1840
    Number of English books published in the country = (60/100) * 1840
    Number of English books published in the country = 0.60 * 1840
    Number of English books published in the country = 1104

3.  **Find the number of English books published outside the country:**
    The total number of English books is 1840.
    The number of English books published in the country is 1104.
    The remaining English books must have been published outside the country.
    Number of English books published outside the country = Total English books - English books published in the country
    Number of English books published outside the country = 1840 - 1104
    Number of English books published outside the country = 736

Alternatively, we can calculate the percentage of English books published outside the country first.
If 60% of English books were published in the country, then (100% - 60%) = 40% of English books were published outside the country.

1.  **Find the number of English books:**
    Number of English books = 80% of 2300 = 0.80 * 2300 = 1840

2.  **Find the number of English books published outside the country:**
    Number of English books published outside the country = 40% of 1840
    Number of English books published outside the country = (40/100) * 1840
    Number of English books published outside the country = 0.40 * 1840
    Number of English books published outside the country = 736

####
736",True
"In a classroom there are 30 students. 1/3 of them are boys. Among the girls, 40% own dogs, 20% own a cat, and the rest have no pets. How many girls in the class have no pet?","2/3 students are girls because 1 - (1/3) = 2/3
20 students are girls because 30 x (2/3) = <<30*(2/3)=20>>20
40% of the girls don't have any pets because 100 - 40 - 20 = <<100-40-20=40>>40
8 girls in class have no pets because 20 x .4 = <<20*.4=8>>8
#### 8","Let's think step by step.

1.  **Find the total number of students:**
    There are 30 students in the classroom.

2.  **Find the number of boys:**
    1/3 of the students are boys.
    Number of boys = (1/3) * 30 = 10 boys.

3.  **Find the number of girls:**
    Total students - Number of boys = Number of girls.
    Number of girls = 30 - 10 = 20 girls.

4.  **Find the percentage of girls who have no pets:**
    We are given the percentages of girls who own dogs and cats.
    Percentage of girls with dogs = 40%
    Percentage of girls with cats = 20%
    The rest have no pets.
    Percentage of girls with no pets = 100% - (Percentage with dogs + Percentage with cats)
    Percentage of girls with no pets = 100% - (40% + 20%)
    Percentage of girls with no pets = 100% - 60%
    Percentage of girls with no pets = 40%.

5.  **Find the number of girls who have no pets:**
    Number of girls with no pets = Percentage of girls with no pets * Total number of girls.
    Number of girls with no pets = 40% of 20
    Number of girls with no pets = (40/100) * 20
    Number of girls with no pets = 0.40 * 20
    Number of girls with no pets = 8.

####
8",True
"Radhika got a new gaming system and asked everyone to get her games as gifts to add to the games she already has that she bought with her gaming system. On Christmas, she is given 12 new video games. On her birthday in February, she is given 8 more video games. Radhika already owned 1/2 the number of games as what she was given on Christmas and her birthday. How many video games does she own now?","Radhika was given 12 video games on Christmas and 8 video games on her birthday, so she was given 12 + 8 = <<12+8=20>>20 video games.
She had 1/2 this many before she was given gifts, 20 / 2 = <<20/2=10>>10 video games she already owned.
She was given 20 video games and had 10 already, 20 + 10 = <<20+10=30>>30 video games.
Now Radhika has 30 video games.
#### 30","Here's how to solve the problem step-by-step:

1.  **Calculate the total number of games received as gifts:**
    Radhika received 12 games on Christmas and 8 games on her birthday.
    Total gifts = 12 + 8 = 20 games.

2.  **Calculate the number of games Radhika already owned:**
    She already owned 1/2 the number of games she was given on Christmas and her birthday.
    Games already owned = (1/2) * 20 = 10 games.

3.  **Calculate the total number of games Radhika owns now:**
    This is the sum of the games she already owned and the games she received as gifts.
    Total games owned now = Games already owned + Total gifts
    Total games owned now = 10 + 20 = 30 games.

####
30",True
Greta worked 40 hours and was paid $12 per hour. Her friend Lisa earned $15 per hour at her job. How many hours would Lisa have to work to equal Greta's earnings for 40 hours?,"For the 40 hours worked, Greta earned a total of 40 * 12 = $<<40*12=480>>480.
To find how many hours Lisa has to work to earn $480, we divide 480 / 15 = <<480/15=32>>32
#### 32","Let's think step by step.

First, we need to calculate Greta's total earnings.
Greta worked 40 hours and was paid $12 per hour.
Greta's total earnings = Number of hours worked by Greta × Hourly rate of Greta
Greta's total earnings = 40 hours × $12/hour = $480

Next, we need to determine how many hours Lisa would have to work to earn the same amount as Greta.
Lisa earned $15 per hour.
Let H be the number of hours Lisa needs to work.
Lisa's total earnings = Number of hours worked by Lisa × Hourly rate of Lisa
Lisa's total earnings = H × $15/hour

We want Lisa's total earnings to equal Greta's total earnings.
So, H × $15/hour = $480

To find H, we need to divide Greta's total earnings by Lisa's hourly rate.
H = $480 / $15/hour

Now, let's perform the division:
H = 480 / 15

We can simplify this division.
480 / 15 = (300 + 180) / 15 = 300/15 + 180/15 = 20 + 12 = 32

Alternatively, we can do long division:
   32
  ___
15|480
  -45
  ---
   30
  -30
  ---
    0

So, Lisa would have to work 32 hours.

####
32",True
"A married couple opened a savings account. The wife committed to saving $100 every week while the husband committed to saving $225 every month. After 4 months of savings, they decided to invest half of their money in buying stocks. Each share of stocks costs $50. How many shares of stocks can they buy?","The wife saves $100/week x 4 weeks/month = $400 a month.
Together, the wife and husband save $400/month + $225/month = $<<400+225=625>>625/month.
In 4 months, their total savings is $625/month x 4 months = $<<625*4=2500>>2500.
They are going to invest $2500 / 2 = $<<2500/2=1250>>1250.
So, they can buy $1250 / $50/share = <<1250/50=25>>25 shares of stocks.
#### 25","Here's how to solve the problem step-by-step:

**1. Calculate the wife's total savings:**
* The wife saves $100 per week.
* There are approximately 4 weeks in a month.
* Over 4 months, the wife saves: $100/week * 4 weeks/month * 4 months = $1600

**2. Calculate the husband's total savings:**
* The husband saves $225 per month.
* Over 4 months, the husband saves: $225/month * 4 months = $900

**3. Calculate their total savings:**
* Total savings = Wife's savings + Husband's savings
* Total savings = $1600 + $900 = $2500

**4. Calculate the amount invested in stocks:**
* They invest half of their money in stocks.
* Amount invested in stocks = Total savings / 2
* Amount invested in stocks = $2500 / 2 = $1250

**5. Calculate the number of shares they can buy:**
* Each share of stock costs $50.
* Number of shares = Amount invested in stocks / Cost per share
* Number of shares = $1250 / $50 = 25

####
25",True
"Jessica's family is 300 km away from New York. If they are traveling at the rate of 50 km/h and stop to rest for 30 minutes every 2 hours, how long will it take them to reach New York?","Without stopping to rest they will arrive in 300/50= <<300/50=6>>6 hours.
They need to stop to rest after every 2 hours except for the last 2 hour stretch of time, which is when they reach New York, so they rest (6/2)-1= 3-1 = <<6/2-1=2>>2 times.
The time they spend resting is 2*30= <<2*30=60>>60 minutes or 1 hour.
So they will arrive in 6+1= <<6+1=7>>7 hours.
#### 7","Here's how to solve this problem step-by-step:

**1. Calculate the total travel time without stops:**

*   Distance = 300 km
*   Speed = 50 km/h
*   Time = Distance / Speed
*   Time = 300 km / 50 km/h = 6 hours

**2. Determine the number of rest stops:**

*   They travel for 2 hours before each rest.
*   Total travel time is 6 hours.
*   Number of 2-hour segments = 6 hours / 2 hours/segment = 3 segments.
*   They will stop *after* completing each 2-hour segment, except for the very last segment when they reach their destination.
*   So, they will have 3 - 1 = 2 rest stops.

**3. Calculate the total rest time:**

*   Each rest stop is 30 minutes.
*   Total rest time = 2 stops * 30 minutes/stop = 60 minutes.
*   Convert rest time to hours: 60 minutes = 1 hour.

**4. Calculate the total time for the journey:**

*   Total time = Travel time + Rest time
*   Total time = 6 hours + 1 hour = 7 hours.

####
7 hours",True
A newspaper subscription costs $10/month. If you purchase an annual subscription you obtain a 20% discount on your total bill. How much do you end up paying if you go with the annual subscription?,"A year has 12 months. If 1 month costs $10, then a year will cost $12 * 10 = $<<12*10=120>>120 per year without an annual subscription
If the annual subscription has a 20% discount then you would pay $120 * (1-20%) = $<<120*(1-20*.01)=96>>96 for the annual subscription
#### 96","Let's think step by step.

1.  **Calculate the cost of a monthly subscription for a year:**
    The monthly cost is $10.
    There are 12 months in a year.
    So, the total cost for a year if paying monthly would be $10/month * 12 months = $120.

2.  **Calculate the discount amount:**
    The discount is 20% of the total annual bill.
    Discount amount = 20% of $120
    To calculate this, convert the percentage to a decimal: 20% = 0.20
    Discount amount = 0.20 * $120 = $24.

3.  **Calculate the final price with the discount:**
    The final price is the original annual cost minus the discount amount.
    Final price = $120 - $24 = $96.

Alternatively, we can calculate the price directly:

1.  **Calculate the percentage of the price you will pay:**
    If you get a 20% discount, you will pay 100% - 20% = 80% of the original price.

2.  **Calculate the total cost of a monthly subscription for a year:**
    As calculated before, this is $10/month * 12 months = $120.

3.  **Calculate the final price by applying the remaining percentage:**
    Final price = 80% of $120
    Convert the percentage to a decimal: 80% = 0.80
    Final price = 0.80 * $120 = $96.

####
$96",True
"Tom receives a $12 allowance per month. In the first week, he spends a third of it; in the second week, he spends a quarter of what he has left. How much money does he have left to finish the month?","The first week he spends: $12 * 1/3 = $<<12*1/3=4>>4.
So he has $12 - $4 = $<<12-4=8>>8 left.
In the second week, he spends $8 x 1/4 = $<<8*1/4=2>>2.
So Tom has $8 - $2 = $<<8-2=6>>6 left to finish the month.
#### 6","Tom receives a $12 allowance per month.

In the first week, he spends a third of his allowance.
Amount spent in the first week = (1/3) * $12 = $4.
Amount left after the first week = $12 - $4 = $8.

In the second week, he spends a quarter of what he has left.
Amount left after the first week is $8.
Amount spent in the second week = (1/4) * $8 = $2.

To find out how much money he has left to finish the month, we subtract the amount spent in the second week from the amount he had left after the first week.
Amount left to finish the month = Amount left after the first week - Amount spent in the second week
Amount left to finish the month = $8 - $2 = $6.

####
$6",True
Tim spent $50.00 on Chinese take-out.  80% of the cost went to 4 entrees.  The rest of the money went to 2 appetizers that each cost the same amount.  How much was the price of a single appetizer?,"He spent $50.00 and 80% of the meal went to entrees so he spent 50*.80 = $40.00 on entrees
He spent $50.00 and $40.00 went to entrees so that leaves $50 - $40 = $<<50-40=10.00>>10.00 for appetizers
Each appetizer costs the same amount and he spent $10.00 all together so each appetizer is $10/2 = $<<10/2=5.00>>5.00
#### 5","Let the total cost of the Chinese take-out be $C$.
We are given that $C = \$50.00$.

The amount spent on entrees is 80% of the total cost.
Amount spent on entrees = 80% of $C$
Amount spent on entrees = $0.80 \times \$50.00$
Amount spent on entrees = $\$40.00$

The rest of the money went to 2 appetizers.
Amount spent on appetizers = Total cost - Amount spent on entrees
Amount spent on appetizers = $\$50.00 - \$40.00$
Amount spent on appetizers = $\$10.00$

We are told that the 2 appetizers each cost the same amount.
Let the price of a single appetizer be $A$.
So, the total cost of the 2 appetizers is $2 \times A$.

We know that the total cost of the appetizers is $\$10.00$.
Therefore, $2 \times A = \$10.00$.

To find the price of a single appetizer, we need to divide the total cost of the appetizers by 2.
$A = \frac{\$10.00}{2}$
$A = \$5.00$

The price of a single appetizer was $5.00.

####
$5.00",True
"Carla's brush is 12 inches long. If Carmen's brush is 50% longer than Carla's brush, how long is Carmen's brush in centimeters? (There are 2.5 centimeters per inch.)","First find the length of Carmen's brush in inches: 150% * 12 inches = <<150*.01*12=18>>18 inches
Then convert the length from inches to centimeters: 18 inches * 2.5 centimeters/inch = <<18*2.5=45>>45 centimeters
#### 45","Let $C$ be the length of Carla's brush in inches.
We are given that $C = 12$ inches.

Let $M$ be the length of Carmen's brush in inches.
Carmen's brush is 50% longer than Carla's brush.
This means Carmen's brush is Carla's brush length plus 50% of Carla's brush length.
So, $M = C + 0.50 \times C$.
We can factor out $C$: $M = C(1 + 0.50) = 1.50 \times C$.

Substitute the value of $C$:
$M = 1.50 \times 12$ inches.
$M = 18$ inches.

Now we need to convert the length of Carmen's brush from inches to centimeters.
We are given that there are 2.5 centimeters per inch.
Let $M_{cm}$ be the length of Carmen's brush in centimeters.
To convert inches to centimeters, we multiply the length in inches by the conversion factor (2.5 cm/inch).
$M_{cm} = M \times 2.5$ cm/inch.

Substitute the value of $M$:
$M_{cm} = 18 \text{ inches} \times 2.5 \text{ cm/inch}$.

To calculate $18 \times 2.5$:
We can write $2.5$ as $\frac{5}{2}$.
$M_{cm} = 18 \times \frac{5}{2}$.
$M_{cm} = \frac{18 \times 5}{2}$.
$M_{cm} = \frac{90}{2}$.
$M_{cm} = 45$.

Alternatively, we can multiply directly:
$18 \times 2.5 = 18 \times (2 + 0.5) = (18 \times 2) + (18 \times 0.5) = 36 + 9 = 45$.

So, Carmen's brush is 45 centimeters long.

####
45",True
"Moore's family compared mobile phone plans to get the best deal. At T-Mobile, the family plan costs $50 per month for the first two lines and $16 for each additional line. At M-Mobile, the family plan costs $45 for the first two lines and $14 for each additional line. Moore's family needs to purchase 5 cell phone lines. How much cheaper is the M-Mobile than T-Mobile?","The three additional lines at T-Mobile cost $16 x 3 = $<<16*3=48>>48.
The total cost of the family plan at T-Mobile is $50 + $48 = $<<50+48=98>>98.
The three additional lines at M-Mobile cost $14 x 3 = $<<14*3=42>>42.
The total cost of the family plan at M-Mobile is$45 + $ 42 = $<<45+42=87>>87.
Therefore, M-Mobile is $98 - 87 = $<<98-87=11>>11 cheaper than T-Mobile.
#### 11","Let's think step by step.

First, we need to calculate the total cost of the T-Mobile plan for 5 lines.
The cost for the first two lines is $50.
The number of additional lines is 5 - 2 = 3 lines.
The cost for each additional line is $16.
So, the cost for the additional lines is 3 * $16 = $48.
The total cost for the T-Mobile plan is the sum of the cost for the first two lines and the cost for the additional lines: $50 + $48 = $98.

Next, we need to calculate the total cost of the M-Mobile plan for 5 lines.
The cost for the first two lines is $45.
The number of additional lines is 5 - 2 = 3 lines.
The cost for each additional line is $14.
So, the cost for the additional lines is 3 * $14 = $42.
The total cost for the M-Mobile plan is the sum of the cost for the first two lines and the cost for the additional lines: $45 + $42 = $87.

Finally, to find out how much cheaper M-Mobile is than T-Mobile, we subtract the M-Mobile cost from the T-Mobile cost.
Difference in cost = T-Mobile cost - M-Mobile cost
Difference in cost = $98 - $87 = $11.

####
$11",True
"Karen is constantly trying to stop the raccoons from getting in her trash. The first lock she tries stalls them for 5 minutes. The next lock stalls them for 3 minutes less than three times as long as the first lock. When Karen tries both locks at once, it stalled the raccoons for five times as long as the second lock alone. How long is that?","First find how long the second lock stalls them: 5 minutes * 3 - 3 minutes = <<5*3-3=12>>12 minutes
Then multiply that amount by 5 to find the total time the third lock stall the raccoon: 12 minutes * 5 = <<12*5=60>>60 minutes
#### 60","Let $L_1$ be the time the first lock stalls the raccoons.
Let $L_2$ be the time the second lock stalls the raccoons.
Let $L_{both}$ be the time both locks at once stall the raccoons.

We are given that the first lock stalls them for 5 minutes.
So, $L_1 = 5$ minutes.

The next lock stalls them for 3 minutes less than three times as long as the first lock.
Three times as long as the first lock is $3 \times L_1$.
So, $3 \times L_1 = 3 \times 5 = 15$ minutes.
3 minutes less than that is $15 - 3 = 12$ minutes.
So, $L_2 = 12$ minutes.

When Karen tries both locks at once, it stalled the raccoons for five times as long as the second lock alone.
This means $L_{both} = 5 \times L_2$.
We found that $L_2 = 12$ minutes.
So, $L_{both} = 5 \times 12 = 60$ minutes.

The question asks how long is that, referring to the time both locks at once stall the raccoons.

####
60",True
"Danai is decorating her house for Halloween. She puts 12 plastic skulls all around the house. She has 4 broomsticks, 1 for each side of the front and back doors to the house. She puts up 12 spiderwebs around various areas of the house. Danai puts twice as many pumpkins around the house as she put spiderwebs. She also places a large cauldron on the dining room table. If Danai has the budget left to buy 20 more decorations and has 10 left to put up, how many decorations will she put up in all?","Danai places 12 skulls + 4 broomsticks + 12 spiderwebs + 1 cauldron = <<12+4+12+1=29>>29 decorations.
She also puts up twice as many pumpkins around the house as she put spiderwebs, 12 x 2 = <<12*2=24>>24 pumpkins.
Danai will also add 20 + 10 decorations to the 29 + 24 decorations already up = 83 total decorations Danai will put up.
#### 83","Here's how to solve the problem step-by-step:

1.  **Skulls:** Danai puts up 12 plastic skulls.
2.  **Broomsticks:** Danai puts up 4 broomsticks.
3.  **Spiderwebs:** Danai puts up 12 spiderwebs.
4.  **Pumpkins:** Danai puts up twice as many pumpkins as spiderwebs. So, she puts up 12 spiderwebs * 2 = 24 pumpkins.
5.  **Cauldron:** Danai places 1 large cauldron.
6.  **Total decorations already put up:** Add the number of skulls, broomsticks, spiderwebs, pumpkins, and the cauldron: 12 + 4 + 12 + 24 + 1 = 53 decorations.
7.  **Decorations left to put up:** Danai has 10 decorations left to put up.
8.  **Total decorations put up in all:** Add the decorations already put up to the decorations she has left to put up: 53 + 10 = 63 decorations.

The information about the budget left to buy 20 more decorations is extra and not needed to answer the question about how many decorations she will put up in all.

#### 63",False
"DJ Snake's friends decided to give him treats to celebrate his engagement. Moksi took him and his fiancee to a luxurious hotel for two nights at $4000 per night. Lil Jon bought them a car worth $30000, and Wynter presented them with a house worth four times the value of the car Lil Jon bought them. What was the total value of all the treats DJ Snake received on his engagement day?","Moksi took DJ Snake and his fiancee to a luxurious hotel for two nights at $4000 per night, for a total of 2*$4000 = $<<2*4000=8000>>8000
If Lil Jon also bought them a car worth $30000, the value of the treats from Lil John and Moksi summed up to $8000+$30000 = $<<8000+30000=38000>>38000
Wynter presented them with a house worth four times the value of the car Lil Jon bought them, a total of 4*$30000 = $<<4*30000=120000>>120000
The total value of all the treats DJ Snake received on his engagement day is $120000+$38000 = $<<120000+38000=158000>>158000
#### 158000","Here's how to solve the problem step-by-step:

1.  **Calculate the cost of the hotel stay:**
    *   The hotel costs $4000 per night.
    *   They stayed for two nights.
    *   Total hotel cost = $4000/night * 2 nights = $8000

2.  **Identify the value of the car:**
    *   Lil Jon bought them a car worth $30000.

3.  **Calculate the value of the house:**
    *   The house is worth four times the value of the car.
    *   Value of the car = $30000
    *   Value of the house = 4 * $30000 = $120000

4.  **Calculate the total value of all the treats:**
    *   Total value = Hotel cost + Car value + House value
    *   Total value = $8000 + $30000 + $120000
    *   Total value = $158000

#### 158000",True
